-56.8844388885;-89.0563318619
25.0217444952;68.0222123927
-76.4436483565;2.61071923632
48.2288315629;68.8443379548
75.1933169757;20.146075495
12.7396815133;91.1645372718
-52.1312334123;29.102988687
-40.2139389204;68.7621593437
86.633987792;79.4273758588
-16.7841418709;32.8555969491
-41.2109475104;-84.0343583893
-22.041550893;-67.2010400797
68.5129309852;-1.71645804871
-84.2051709892;-66.1225409152
-2.57282082198;22.8653726109
-40.9774126114;-52.8096127306
39.9650319575;13.9472486356
-95.4795993459;-56.1954570722
33.486787636;99.0107279692
83.5841367329;-75.1701748927
86.673284098;-39.134698219
94.4010287851;-86.3440291728
-93.2139623437;-20.8885371712
89.0862363017;-38.3621100677
71.7893178243;44.5040142285
87.3442674058;-34.2592023213
-14.9618954601;99.9674863892
49.9098799899;-94.4930248639
47.0000598184;-7.27708842117
-12.5731985197;-28.2336491279
-34.7960447856;-75.6089347673
-52.8034533466;39.1129163928
32.6396774029;36.261647086
61.1069054267;-77.1369283929
-75.5646912926;30.8473544933
69.7115316889;36.9683348365
-75.6427475046;18.8206998747
49.6155513082;-12.1009884697
-50.6257686717;77.5383909534
-93.7793564831;-99.3264618473
2.44013538964;44.1143577111
44.6979051287;-74.6106756853
89.3590773293;-29.6756666488
0.0651839875461;76.8930456449
79.3674358394;51.2275144432
-29.7239231666;-60.5429269501
-56.8968605993;-41.6967716297
-63.1612763732;-38.6516805126
-6.38586216065;45.2272876933
-85.9922015278;84.4722514255
-72.7721574686;-67.045797298
-97.7086319556;-78.9358899757
11.0725663526;25.6794261577
98.1631309472;88.1926761696
57.841032528;-41.7176057364
-61.1864074351;9.46561061707
16.5563172449;-54.9292860852
98.8665665485;27.3693131489
-80.3659779953;96.0868486739
48.9985326423;28.3803148865
7.76426438974;-5.36209900322
-47.4947984266;-40.8787036418
87.7270610207;77.0758858924
-18.970082132;49.1874783073
66.8857077968;-64.8691654615
-78.4607941177;18.0126300599
-27.1480389079;-0.44929835656
82.7061225748;-70.2048160918
2.31067443038;-82.4431873353
-9.82481539358;30.8747007471
66.2220390645;-97.0936248102
77.5179352888;95.5456165852
-97.5533319628;27.4464183971
-5.95547078085;-23.2214381399
-46.9970876113;58.0697260806
-82.8643334191;57.4031078938
-48.6758993355;69.5048610724
26.9461734562;-2.99852898032
-82.4730239541;-77.884801466
-83.8525599067;74.6216162694
-38.0490661199;-72.2469866395
-98.4568927025;-4.6680185129
36.4981541132;-83.5346916167
42.0652977788;95.0151638098
-45.2520160368;58.6413408677
13.4862344757;3.79927062716
-18.7633581624;73.525663245
-61.2175867671;34.2384700963
-81.6228883896;84.489597332
-97.6583404696;20.5357521644
-15.3548725199;40.250905254
-43.5809223099;-62.650539577
36.5803639167;56.6965143132
-77.8179620565;-26.9139247501
-14.7229167804;28.7357168716
67.3749752731;52.7468895616
77.5597525521;-1.39576632692
0.84723480111;-88.6149531299
-19.3730877319;12.2439327476
39.9332292435;23.3134581654
79.194900999;78.2757075582
62.9586577196;-77.5839404871
22.5948493204;99.7911356249
-33.7074553729;20.0665141786
38.7753105194;47.9858173952
97.6854624295;-42.8500925327
31.3086072648;13.1956945203
63.1118145186;78.5032145857
-54.1639501115;-98.3297069631
-24.0817678123;16.3261268712
-62.1722212915;56.0627101407
-93.9571149601;52.6472623813
-67.6894485156;-34.5839105958
5.98016094577;72.1606172334
89.3561956267;0.278096922006
-37.9957872679;48.5398725682
50.821571721;-30.5962778639
81.2263075613;-73.4321675839
-80.1222328103;26.2969737562
37.0572846846;16.5679606578
-29.6749793171;76.8567589751
-78.9950702299;99.9922226729
-68.8454127987;51.2955593032
-68.4643662115;-75.8225489383
-30.7545171706;63.3575239469
-64.6792797835;-52.1454105445
32.0620141922;-50.6732500629
93.9339264197;-27.0495834138
30.080172904;-47.4044131647
53.4865463406;33.7204319407
-58.2968168885;69.7716866752
13.5557776186;-60.6643028782
-52.0561370744;33.6335109176
-32.4991521583;84.351134431
18.3064727924;-66.9315453205
-52.8464127733;-23.1143400316
-25.7636491263;60.4317426152
33.8478725257;-87.3463737358
-7.46425803466;59.450756446
62.2970921825;-73.5123751619
-93.6898072163;80.3883865566
-84.5145737151;8.3638558119
50.9452502592;-21.9469814807
-91.9574174216;-71.8372914221
-66.4911560737;72.2285647176
-31.9626194004;65.5192775934
